model,scenario_set,variant,region,variable,unit,year,value,state,principle,start,src,ratio,grp,lab,ypos
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,FSU,Price|Carbon,US$2010/t CO2,2030,36.25610325435234,Lowest-f. (L),CAPC,2025,38.00703055169213,0.9539314892028091,Higher resp.,CAPC 2025,1.15
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,LAM,Price|Carbon,US$2010/t CO2,2030,97.9348384072612,Lowest-f. (L),CAPC,2025,38.00703055169213,2.576755852422177,Lower resp.,CAPC 2025,0.85
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,MEA,Price|Carbon,US$2010/t CO2,2030,97.93483840726115,Lowest-f. (L),CAPC,2025,38.00703055169213,2.5767558524221763,Higher resp.,CAPC 2025,1.15
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,NAM,Price|Carbon,US$2010/t CO2,2030,97.93483840726113,Lowest-f. (L),CAPC,2025,38.00703055169213,2.5767558524221754,Higher resp.,CAPC 2025,1.15
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,PAS,Price|Carbon,US$2010/t CO2,2030,97.93483840726113,Lowest-f. (L),CAPC,2025,38.00703055169213,2.5767558524221754,Lower resp.,CAPC 2025,0.85
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,PAO,Price|Carbon,US$2010/t CO2,2030,48.61097416660092,Lowest-f. (L),CAPC,2025,38.00703055169213,1.2789995287973552,Higher resp.,CAPC 2025,1.15
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,RCPA,Price|Carbon,US$2010/t CO2,2030,97.93483840726118,Lowest-f. (L),CAPC,2025,38.00703055169213,2.5767558524221768,Higher resp.,CAPC 2025,1.15
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,SAS,Price|Carbon,US$2010/t CO2,2030,26.24861985893113,Lowest-f. (L),CAPC,2025,38.00703055169213,0.6906253784607358,Lower resp.,CAPC 2025,0.85
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,AFR,Price|Carbon,US$2010/t CO2,2030,7.720746256890958,Lowest-f. (L),CAPC,2025,38.00703055169213,0.2031399492362399,Lower resp.,CAPC 2025,0.85
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,WEU,Price|Carbon,US$2010/t CO2,2030,97.9348384072612,Lowest-f. (L),CAPC,2025,38.00703055169213,2.576755852422177,Higher resp.,CAPC 2025,1.15
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,CHN,Price|Carbon,US$2010/t CO2,2030,96.55442317400772,Lowest-f. (L),ECPC,2015*,38.00703055169213,2.5404358554843474,Higher resp.,ECPC 2015*,4.15
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,EEU,Price|Carbon,US$2010/t CO2,2030,96.55442317400772,Lowest-f. (L),ECPC,2015*,38.00703055169213,2.5404358554843474,Higher resp.,ECPC 2015*,4.15
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,FSU,Price|Carbon,US$2010/t CO2,2030,34.86432788428925,Lowest-f. (L),ECPC,2015*,38.00703055169213,0.9173125965963431,Higher resp.,ECPC 2015*,4.15
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,LAM,Price|Carbon,US$2010/t CO2,2030,37.60358911228192,Lowest-f. (L),ECPC,2015*,38.00703055169213,0.9893850839291034,Lower resp.,ECPC 2015*,3.85
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,MEA,Price|Carbon,US$2010/t CO2,2030,64.83085213469205,Lowest-f. (L),ECPC,2015*,38.00703055169213,1.7057594659103323,Higher resp.,ECPC 2015*,4.15
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,NAM,Price|Carbon,US$2010/t CO2,2030,96.55442317400772,Lowest-f. (L),ECPC,2015*,38.00703055169213,2.5404358554843474,Higher resp.,ECPC 2015*,4.15
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,PAS,Price|Carbon,US$2010/t CO2,2030,31.06693186864141,Lowest-f. (L),ECPC,2015*,38.00703055169213,0.8173996078538228,Lower resp.,ECPC 2015*,3.85
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,PAO,Price|Carbon,US$2010/t CO2,2030,34.53883320972628,Lowest-f. (L),ECPC,2015*,38.00703055169213,0.9087485317420715,Higher resp.,ECPC 2015*,4.15
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,RCPA,Price|Carbon,US$2010/t CO2,2030,70.11251065661813,Lowest-f. (L),ECPC,2015*,38.00703055169213,1.8447247690466206,Higher resp.,ECPC 2015*,4.15
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,SAS,Price|Carbon,US$2010/t CO2,2030,18.25050354926903,Lowest-f. (L),ECPC,2015*,38.00703055169213,0.4801875675198332,Lower resp.,ECPC 2015*,3.85
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,AFR,Price|Carbon,US$2010/t CO2,2030,18.25050354926903,Lowest-f. (L),ECPC,2015*,38.00703055169213,0.4801875675198332,Lower resp.,ECPC 2015*,3.85
SSP_SSP2_v6.5_ES,800fm_ecpc2015,L. SSP2-2C-ECPC2015-Delay,WEU,Price|Carbon,US$2010/t CO2,2030,96.55442317400772,Lowest-f. (L),ECPC,2015*,38.00703055169213,2.5404358554843474,Higher resp.,ECPC 2015*,4.15
